Age,Gender,Year_of_Study,Monthly_Income_AED,Living,Transport_Mode,Order_Frequency,Order_Time,Preferred_Cuisines,Choice_Factors,Accept_Delay_for_Freshness,Uses_Apps,Used_Apps,Satisfaction_Score,Multi_Restaurant_Order,Willing_to_Wait_for_Fresh_Food,Max_Willingness_to_Pay_AED,Wants_Personal_Suggestions,Likes_Bundle_Deals,Cares_About_Sustainability,Empathy_Preference,Biggest_Frustration,Common_Problems,Sustainable_Rewards,Loyalty_Likelihood
21,Female,3rd Year,2022,Off-campus,Walk,3-5,Breakfast,Healthy,"Price, Variety",Yes,Yes,Uber Eats,2,Yes,No,12,Maybe,No,Yes,Yes,No tracking,"High price, Cold food, Limited variety",Maybe,1
18,Female,2nd Year,1572,On-campus,Public Transport,6+,Dinner,Others,"Reviews, Speed, Variety",Yes,Yes,Others,2,Yes,Maybe,28,Yes,No,Somewhat,Doesn’t matter,No tracking,"High price, Poor packaging",Yes,5
21,Female,1st Year,1511,Off-campus,Bike,3-5,Varies,Fast Food,"Reviews, Price",Yes,Yes,"Uber Eats, Zomato",3,No,No,21,Yes,No,Somewhat,Yes,Cold food,"Limited variety, Cold food",No,5
22,Female,Postgraduate,1324,Off-campus,Bike,6+,Lunch,Healthy,"Speed, Variety",Maybe,Yes,"Uber Eats, Zomato",5,Yes,Yes,21,Maybe,Maybe,Yes,No,Limited menu,"High price, Late delivery, Cold food",Maybe,2
28,Female,2nd Year,2281,On-campus,Walk,6+,Dinner,Healthy,"Speed, Sustainability",Yes,Yes,"Zomato, Talabat",5,No,Yes,31,No,Maybe,Somewhat,No,No tracking,"Limited variety, Cold food, Late delivery",Maybe,3
21,Male,3rd Year,1090,Off-campus,Walk,1-2,Late night,"Indian, Healthy, Others","Sustainability, Variety",Yes,Yes,Others,5,No,No,20,Maybe,Yes,No,Yes,Limited menu,"Limited variety, Late delivery",Yes,4
22,Male,1st Year,2266,Off-campus,Ride-hailing,3-5,Breakfast,"Others, Healthy","Price, Quality",Yes,Yes,Others,5,Yes,Yes,35,Maybe,Yes,No,No,Late delivery,"Cold food, Late delivery",No,2
21,Male,2nd Year,1749,Off-campus,Public Transport,6+,Dinner,"Healthy, Italian, Others","Variety, Speed",Yes,Yes,Talabat,5,Maybe,Maybe,27,Maybe,Yes,Somewhat,Yes,High prices,High price,Maybe,2
19,Male,1st Year,800,On-campus,Walk,1-2,Dinner,Others,"Price, Speed, Variety",No,Yes,"Others, Zomato, Uber Eats",2,Yes,No,21,No,No,Yes,No,High prices,Cold food,Maybe,2
24,Female,3rd Year,1683,On-campus,Bike,1-2,Varies,"Italian, Chinese, Others","Reviews, Price",No,Yes,"Uber Eats, Zomato",1,Yes,Yes,10,Yes,Maybe,No,No,High prices,"Limited variety, High price",No,4
23,Non-binary,Postgraduate,449,Off-campus,Bike,6+,Dinner,"Chinese, Italian","Quality, Reviews",Yes,Yes,Zomato,1,Yes,Yes,31,Yes,Maybe,No,Doesn’t matter,No tracking,Cold food,No,2
23,Male,2nd Year,1812,On-campus,Personal Vehicle,3-5,Varies,"Italian, Indian","Speed, Variety, Reviews",No,Yes,Uber Eats,3,Yes,Yes,27,Maybe,Yes,No,Doesn’t matter,High prices,"Cold food, Limited variety, High price",Maybe,3
19,Male,1st Year,1942,Off-campus,Walk,1-2,Breakfast,Fast Food,"Price, Sustainability",Yes,Yes,"Zomato, Talabat",2,Yes,Yes,28,Maybe,Yes,Somewhat,Yes,No tracking,"Late delivery, Limited variety",Maybe,5
25,Female,1st Year,1203,On-campus,Ride-hailing,1-2,Breakfast,"Healthy, Indian, Others","Sustainability, Speed",No,Yes,Zomato,5,Yes,Yes,28,Yes,Maybe,Yes,No,High prices,"Poor packaging, Limited variety",Yes,3
18,Non-binary,2nd Year,1561,On-campus,Public Transport,3-5,Late night,"Chinese, Healthy, Italian","Quality, Speed, Sustainability",Yes,Yes,Others,1,Yes,Yes,19,Yes,No,Somewhat,No,Cold food,"Cold food, High price, Poor packaging",No,5
23,Male,1st Year,2477,On-campus,Ride-hailing,3-5,Varies,Italian,"Sustainability, Variety, Speed",Yes,Yes,"Talabat, Uber Eats",4,Yes,Yes,23,Yes,Yes,Yes,No,No tracking,"Limited variety, Cold food, Late delivery",Maybe,5
27,Female,1st Year,1247,Off-campus,Bike,3-5,Varies,Chinese,"Price, Speed",No,Yes,"Others, Uber Eats",4,Yes,Yes,20,No,Yes,Yes,Doesn’t matter,No tracking,Late delivery,Maybe,2
19,Male,4th Year,970,Off-campus,Ride-hailing,3-5,Lunch,"Italian, Chinese","Sustainability, Variety",Maybe,Yes,Others,4,No,Yes,37,No,Maybe,Somewhat,Yes,Limited menu,Cold food,Maybe,2
20,Male,2nd Year,2240,On-campus,Bike,3-5,Lunch,"Healthy, Italian","Variety, Quality, Speed",No,Yes,"Others, Talabat",5,Yes,Yes,22,Maybe,Maybe,No,Yes,High prices,"Poor packaging, Late delivery",Maybe,4
22,Prefer not to say,2nd Year,2481,On-campus,Bike,3-5,Late night,"Others, Healthy, Indian","Quality, Price",Yes,Yes,"Zomato, Uber Eats, Others",5,No,Yes,18,No,Yes,Yes,Yes,Cold food,"Cold food, Late delivery, High price",Yes,1
20,Prefer not to say,Postgraduate,1501,On-campus,Bike,3-5,Breakfast,"Healthy, Italian, Indian","Sustainability, Reviews",Yes,Yes,Others,3,Yes,No,38,Maybe,Yes,Somewhat,No,Cold food,"Limited variety, Late delivery",No,3
18,Male,1st Year,2005,Off-campus,Bike,3-5,Lunch,Italian,"Reviews, Price, Quality",Maybe,Yes,"Others, Zomato, Talabat",3,Yes,Yes,37,Yes,No,No,Yes,Limited menu,"Limited variety, High price",Maybe,4
22,Prefer not to say,Postgraduate,2170,Off-campus,Bike,3-5,Dinner,Indian,"Sustainability, Reviews",Yes,Yes,"Uber Eats, Talabat",3,Yes,Yes,27,Yes,No,Yes,Doesn’t matter,Late delivery,"Limited variety, Late delivery",No,4
19,Female,2nd Year,1128,Off-campus,Personal Vehicle,1-2,Breakfast,"Healthy, Chinese, Italian","Reviews, Variety",Yes,Yes,Zomato,4,Yes,No,23,Maybe,No,Yes,Doesn’t matter,High prices,"Cold food, Poor packaging",No,3
23,Female,4th Year,1257,Off-campus,Ride-hailing,1-2,Dinner,"Healthy, Chinese","Reviews, Price, Speed",Yes,No,None,5,Yes,Maybe,21,Yes,No,No,Yes,Late delivery,"Poor packaging, Cold food, Late delivery",Maybe,3
19,Female,3rd Year,2115,Off-campus,Personal Vehicle,6+,Varies,"Italian, Chinese, Others","Variety, Price, Speed",Yes,Yes,"Uber Eats, Zomato",4,Yes,Yes,24,Maybe,Yes,Yes,No,Cold food,"Late delivery, High price",Maybe,5
25,Female,4th Year,2342,On-campus,Personal Vehicle,1-2,Breakfast,"Fast Food, Italian, Indian","Reviews, Sustainability, Price",Yes,Yes,"Uber Eats, Others",3,Maybe,Yes,16,Maybe,Yes,Somewhat,Doesn’t matter,No tracking,"Cold food, Limited variety, Late delivery",Maybe,1
20,Female,Postgraduate,1781,Off-campus,Walk,1-2,Late night,Others,"Quality, Reviews",Yes,Yes,Talabat,5,Maybe,Yes,29,Maybe,Yes,Yes,Doesn’t matter,Limited menu,"Late delivery, Cold food",Yes,2
21,Female,2nd Year,1060,On-campus,Walk,1-2,Varies,"Italian, Indian","Variety, Sustainability",Yes,Yes,"Zomato, Talabat, Others",2,Yes,Yes,41,No,No,Yes,No,Cold food,Poor packaging,Maybe,1
24,Male,Postgraduate,2493,On-campus,Walk,3-5,Varies,Italian,"Quality, Sustainability, Speed",Maybe,Yes,"Others, Zomato",1,No,Maybe,30,Maybe,Yes,No,No,High prices,"Cold food, Poor packaging, Late delivery",No,1
18,Male,2nd Year,1234,Off-campus,Public Transport,1-2,Dinner,Others,"Price, Reviews, Sustainability",Yes,Yes,"Uber Eats, Talabat, Zomato",1,Yes,No,13,Maybe,Maybe,Somewhat,Yes,Limited menu,Limited variety,No,2
22,Male,2nd Year,1332,Off-campus,Walk,1-2,Varies,"Chinese, Fast Food","Quality, Speed",Yes,Yes,"Others, Uber Eats, Zomato",3,Yes,No,29,Maybe,No,No,Doesn’t matter,Late delivery,High price,Yes,1
25,Female,2nd Year,1671,Off-campus,Ride-hailing,0,Lunch,"Others, Fast Food, Indian","Price, Variety",No,Yes,Zomato,4,No,Yes,26,No,Maybe,Somewhat,Doesn’t matter,No tracking,Cold food,Maybe,4
18,Male,3rd Year,2277,Off-campus,Personal Vehicle,3-5,Breakfast,Indian,"Reviews, Sustainability, Variety",No,Yes,Zomato,2,Yes,No,29,Yes,No,No,Yes,Limited menu,"Late delivery, Cold food",Maybe,4
22,Female,1st Year,1926,Off-campus,Ride-hailing,1-2,Lunch,"Chinese, Healthy, Indian","Reviews, Variety, Price",Yes,No,None,5,Yes,Yes,16,No,Yes,Yes,Yes,Limited menu,Late delivery,Yes,2
22,Prefer not to say,3rd Year,1707,On-campus,Walk,1-2,Dinner,"Healthy, Others","Quality, Price",Maybe,Yes,"Talabat, Others, Uber Eats",4,Yes,Yes,25,Maybe,No,Somewhat,Doesn’t matter,Cold food,"Limited variety, High price",Yes,2
23,Male,3rd Year,1731,Off-campus,Public Transport,1-2,Dinner,Fast Food,"Price, Sustainability, Speed",Yes,Yes,Uber Eats,3,Yes,Yes,33,No,Maybe,Somewhat,Doesn’t matter,No tracking,"Cold food, Poor packaging, Limited variety",Maybe,3
18,Female,4th Year,1521,Off-campus,Public Transport,6+,Breakfast,Indian,"Sustainability, Quality",Maybe,Yes,"Others, Zomato",4,Yes,Yes,14,Yes,No,Yes,No,No tracking,"Limited variety, Late delivery",Maybe,3
18,Male,4th Year,1779,Off-campus,Personal Vehicle,1-2,Varies,"Italian, Indian","Sustainability, Price, Quality",Yes,Yes,Uber Eats,3,Yes,Yes,20,Yes,Maybe,No,No,No tracking,"Limited variety, Late delivery, Cold food",No,1
23,Female,2nd Year,235,Off-campus,Ride-hailing,1-2,Late night,"Chinese, Others","Reviews, Speed, Price",Yes,Yes,Uber Eats,1,Yes,Maybe,22,Maybe,Yes,Somewhat,Doesn’t matter,No tracking,High price,Maybe,1
22,Male,2nd Year,1351,On-campus,Bike,3-5,Dinner,"Indian, Italian, Fast Food","Price, Variety",Maybe,Yes,"Zomato, Talabat, Others",1,Yes,Yes,34,Yes,Maybe,Yes,Doesn’t matter,No tracking,"High price, Poor packaging",Maybe,2
22,Female,2nd Year,1620,Off-campus,Ride-hailing,6+,Breakfast,"Others, Chinese, Healthy","Variety, Sustainability",No,Yes,Others,4,No,Yes,36,No,Yes,Yes,No,Cold food,"Limited variety, Cold food, Poor packaging",No,1
22,Female,1st Year,924,Off-campus,Walk,3-5,Late night,Chinese,"Quality, Speed",Yes,No,None,2,Yes,Yes,10,No,Maybe,Somewhat,Yes,No tracking,Cold food,No,5
20,Non-binary,1st Year,1693,On-campus,Bike,6+,Varies,"Indian, Chinese","Price, Speed",Yes,Yes,"Talabat, Uber Eats, Zomato",5,No,Yes,34,Yes,Yes,Somewhat,Yes,Cold food,Late delivery,No,4
22,Female,2nd Year,1397,Off-campus,Public Transport,3-5,Dinner,"Italian, Fast Food, Chinese","Speed, Variety",Yes,Yes,Zomato,3,No,No,36,Maybe,Maybe,Somewhat,Doesn’t matter,Cold food,High price,No,1
22,Female,2nd Year,2377,Off-campus,Personal Vehicle,0,Breakfast,"Chinese, Indian","Sustainability, Reviews, Quality",No,No,None,5,No,No,36,Maybe,Yes,Yes,Doesn’t matter,No tracking,High price,Yes,1
20,Female,Postgraduate,2286,Off-campus,Personal Vehicle,3-5,Breakfast,"Indian, Fast Food","Quality, Speed",Yes,Yes,"Talabat, Others, Zomato",1,No,No,19,No,Yes,No,No,Late delivery,"High price, Late delivery",No,3
26,Female,3rd Year,1267,Off-campus,Public Transport,1-2,Breakfast,Chinese,"Reviews, Price, Sustainability",Yes,Yes,"Zomato, Others",2,Yes,Yes,22,Yes,Yes,No,Doesn’t matter,High prices,"Cold food, High price",Yes,5
23,Female,2nd Year,1424,On-campus,Walk,3-5,Dinner,"Italian, Others","Variety, Quality, Price",Yes,Yes,"Talabat, Zomato, Uber Eats",2,Yes,No,10,No,Maybe,Somewhat,Yes,No tracking,"High price, Poor packaging",No,1
19,Male,3rd Year,1463,On-campus,Public Transport,1-2,Late night,Chinese,"Reviews, Sustainability, Price",No,Yes,"Zomato, Talabat, Others",5,Yes,Maybe,10,No,Maybe,Yes,No,High prices,"Late delivery, Poor packaging",No,4
23,Non-binary,1st Year,1274,On-campus,Walk,1-2,Breakfast,Others,"Variety, Sustainability, Quality",Maybe,No,None,1,Maybe,Yes,21,No,Yes,Yes,No,Cold food,"Late delivery, Cold food, Limited variety",No,1
19,Female,2nd Year,1597,Off-campus,Bike,6+,Varies,Fast Food,"Variety, Sustainability",No,Yes,"Talabat, Uber Eats",5,Yes,Yes,25,Maybe,No,Somewhat,Yes,Late delivery,"High price, Poor packaging",Maybe,2
23,Female,3rd Year,1120,On-campus,Public Transport,1-2,Breakfast,"Italian, Indian","Quality, Speed",Yes,Yes,Zomato,4,Yes,Maybe,26,Yes,Yes,Yes,Yes,Cold food,High price,Yes,5
24,Male,2nd Year,934,On-campus,Walk,6+,Late night,"Italian, Healthy","Price, Sustainability, Reviews",Maybe,Yes,Others,2,Yes,Yes,33,Yes,No,Yes,No,Late delivery,Poor packaging,No,1
19,Female,2nd Year,1811,Off-campus,Bike,0,Dinner,"Others, Healthy","Reviews, Sustainability",No,Yes,"Talabat, Zomato, Uber Eats",2,Maybe,Yes,55,Maybe,Yes,Yes,Doesn’t matter,Cold food,"Late delivery, Poor packaging",Maybe,5
24,Male,Postgraduate,1814,Off-campus,Public Transport,0,Breakfast,"Indian, Others","Price, Reviews",Maybe,Yes,"Uber Eats, Others",4,Yes,Yes,21,No,Maybe,Somewhat,Yes,Limited menu,Poor packaging,Yes,1
23,Female,4th Year,1097,Off-campus,Personal Vehicle,6+,Breakfast,"Chinese, Healthy","Price, Variety",Yes,Yes,"Others, Talabat, Zomato",1,Yes,Yes,14,No,No,Somewhat,No,Limited menu,Late delivery,Yes,4
24,Male,3rd Year,1947,On-campus,Public Transport,3-5,Varies,"Indian, Others","Variety, Speed, Sustainability",Yes,No,None,2,Yes,Yes,30,Maybe,Maybe,Somewhat,Doesn’t matter,Limited menu,"Cold food, Poor packaging, High price",Maybe,4
26,Female,3rd Year,1184,On-campus,Ride-hailing,3-5,Varies,"Fast Food, Italian, Healthy","Sustainability, Variety",No,Yes,"Talabat, Others, Zomato",3,Maybe,Yes,27,Yes,No,No,Doesn’t matter,Late delivery,"Late delivery, Poor packaging",Yes,5
21,Prefer not to say,3rd Year,1626,On-campus,Public Transport,1-2,Breakfast,"Healthy, Others","Quality, Speed",Yes,Yes,Talabat,3,Yes,No,19,Maybe,No,No,No,Cold food,"Poor packaging, High price, Cold food",Maybe,3
20,Male,1st Year,1910,Off-campus,Ride-hailing,3-5,Breakfast,Fast Food,"Reviews, Quality, Sustainability",No,Yes,"Zomato, Others",1,Yes,Yes,34,Yes,No,Somewhat,Yes,High prices,"Limited variety, Cold food, High price",No,3
19,Prefer not to say,2nd Year,1483,Off-campus,Bike,3-5,Varies,"Chinese, Italian, Indian","Sustainability, Quality",Maybe,Yes,"Talabat, Others",4,No,Maybe,16,Yes,No,Yes,Doesn’t matter,Late delivery,"Cold food, Late delivery, Limited variety",Maybe,2
19,Male,1st Year,1727,Off-campus,Public Transport,3-5,Late night,"Fast Food, Indian, Chinese","Sustainability, Price",Maybe,Yes,Uber Eats,5,Yes,Yes,23,Yes,Maybe,Yes,Yes,Late delivery,Limited variety,Yes,3
21,Female,2nd Year,1241,On-campus,Bike,1-2,Lunch,"Fast Food, Indian","Speed, Sustainability",Maybe,Yes,"Talabat, Others, Zomato",1,Maybe,Maybe,24,No,No,Somewhat,No,Late delivery,"High price, Poor packaging, Cold food",Yes,5
22,Female,3rd Year,1401,Off-campus,Bike,6+,Lunch,"Italian, Healthy, Others","Variety, Price",No,Yes,"Zomato, Others, Uber Eats",5,Yes,Maybe,15,No,Yes,Yes,Yes,Cold food,"Late delivery, Limited variety",No,3
22,Female,1st Year,1397,On-campus,Walk,3-5,Breakfast,"Indian, Italian, Healthy","Quality, Reviews, Sustainability",Yes,Yes,"Others, Zomato, Uber Eats",1,Yes,No,10,Maybe,Yes,Yes,Doesn’t matter,Late delivery,Limited variety,Maybe,2
24,Female,Postgraduate,1126,On-campus,Bike,6+,Varies,"Fast Food, Italian, Others","Sustainability, Variety",Yes,Yes,"Zomato, Others",3,Maybe,Maybe,27,Maybe,No,No,No,Limited menu,"Poor packaging, Late delivery",No,1
22,Female,Postgraduate,1411,Off-campus,Bike,3-5,Dinner,"Italian, Healthy, Chinese","Quality, Speed",Yes,Yes,Talabat,4,Maybe,No,38,No,Maybe,Yes,Doesn’t matter,High prices,Poor packaging,Maybe,3
25,Male,4th Year,725,Off-campus,Public Transport,3-5,Dinner,Fast Food,"Sustainability, Quality, Speed",No,Yes,Uber Eats,3,Yes,Maybe,34,Maybe,Maybe,Yes,Doesn’t matter,Cold food,"Cold food, High price",Maybe,5
21,Male,3rd Year,1254,On-campus,Public Transport,0,Lunch,"Fast Food, Chinese, Italian","Quality, Sustainability, Variety",Yes,Yes,"Others, Uber Eats",4,Yes,Yes,35,No,No,Somewhat,No,High prices,Poor packaging,Maybe,5
28,Female,4th Year,1357,On-campus,Personal Vehicle,1-2,Late night,"Healthy, Indian","Reviews, Sustainability",Yes,Yes,Talabat,5,Maybe,Yes,17,No,Maybe,No,No,Cold food,Cold food,No,2
23,Female,1st Year,1371,Off-campus,Walk,6+,Lunch,"Italian, Chinese","Speed, Price",No,Yes,Uber Eats,1,Yes,No,27,Yes,Maybe,No,Yes,Cold food,"Limited variety, Poor packaging, High price",No,2
19,Female,4th Year,1379,On-campus,Bike,1-2,Breakfast,"Healthy, Others","Price, Speed, Quality",No,Yes,"Others, Talabat, Zomato",2,Maybe,Yes,10,Yes,Maybe,Yes,No,Cold food,"Poor packaging, Late delivery, Limited variety",Yes,4
19,Female,1st Year,1469,On-campus,Walk,1-2,Late night,"Italian, Fast Food, Healthy","Quality, Price",Maybe,Yes,Zomato,2,Maybe,Maybe,26,No,No,Somewhat,Yes,Cold food,"Poor packaging, Limited variety",No,4
23,Male,4th Year,1739,On-campus,Ride-hailing,1-2,Dinner,"Others, Chinese","Reviews, Quality, Price",No,Yes,"Talabat, Uber Eats, Others",4,Yes,Maybe,38,Yes,Yes,No,No,High prices,"Limited variety, Poor packaging, High price",Maybe,4
21,Female,2nd Year,1937,On-campus,Bike,1-2,Varies,"Fast Food, Chinese, Indian","Sustainability, Speed",No,Yes,"Zomato, Uber Eats, Talabat",4,Maybe,Yes,39,No,Yes,No,Doesn’t matter,Limited menu,"Cold food, Poor packaging",Maybe,1
23,Male,4th Year,1175,On-campus,Walk,6+,Varies,"Healthy, Others","Variety, Price, Speed",No,Yes,"Others, Zomato",3,Yes,Maybe,45,Yes,Yes,Yes,Yes,High prices,Cold food,Maybe,5
23,Female,Postgraduate,898,Off-campus,Personal Vehicle,6+,Breakfast,"Indian, Chinese","Price, Reviews, Speed",Maybe,Yes,"Talabat, Zomato, Uber Eats",2,No,Yes,34,Maybe,Yes,No,No,Limited menu,"Cold food, Late delivery, High price",No,4
21,Male,1st Year,978,On-campus,Personal Vehicle,1-2,Lunch,"Italian, Chinese, Healthy","Reviews, Quality, Variety",No,Yes,"Zomato, Uber Eats, Talabat",3,Yes,Yes,29,Maybe,Yes,Somewhat,Yes,Cold food,"Poor packaging, High price",Yes,5
19,Male,2nd Year,3768,Off-campus,Bike,0,Breakfast,Indian,"Sustainability, Price",Maybe,Yes,"Talabat, Others, Zomato",5,Maybe,Yes,33,No,Maybe,Somewhat,Yes,Late delivery,"Cold food, High price",No,2
18,Male,Postgraduate,1324,Off-campus,Ride-hailing,3-5,Varies,Chinese,"Reviews, Variety",Maybe,No,None,2,No,Yes,31,No,Maybe,No,Yes,Cold food,"High price, Late delivery, Limited variety",Yes,1
20,Male,2nd Year,1115,Off-campus,Personal Vehicle,3-5,Dinner,"Healthy, Indian","Sustainability, Reviews",Maybe,Yes,"Zomato, Others",5,No,Yes,16,Yes,Maybe,Somewhat,Doesn’t matter,Cold food,Late delivery,No,2
24,Female,4th Year,851,Off-campus,Personal Vehicle,6+,Varies,"Fast Food, Healthy","Variety, Speed",Yes,Yes,Talabat,1,Maybe,Yes,10,Yes,No,Somewhat,No,Cold food,"Cold food, High price, Late delivery",Maybe,5
22,Male,3rd Year,1271,Off-campus,Ride-hailing,3-5,Late night,Others,"Quality, Reviews",Yes,Yes,"Others, Talabat, Zomato",3,Yes,Yes,33,No,Maybe,Yes,No,No tracking,"Cold food, High price, Late delivery",Yes,4
18,Male,2nd Year,1590,On-campus,Walk,1-2,Varies,"Fast Food, Others, Healthy","Variety, Quality, Sustainability",Yes,No,None,4,Yes,No,45,Maybe,Yes,No,Yes,No tracking,"Late delivery, Cold food",No,2
22,Male,2nd Year,1797,Off-campus,Personal Vehicle,3-5,Varies,Chinese,"Quality, Speed, Price",Yes,Yes,Zomato,2,Maybe,No,34,Maybe,Maybe,No,No,Limited menu,Poor packaging,Maybe,3
22,Male,1st Year,1221,Off-campus,Public Transport,6+,Late night,"Others, Indian, Healthy","Speed, Sustainability",Yes,Yes,Uber Eats,3,No,Yes,10,No,Yes,Yes,Doesn’t matter,Late delivery,Late delivery,Yes,1
19,Male,4th Year,1293,Off-campus,Personal Vehicle,3-5,Lunch,"Chinese, Others","Speed, Price",Yes,Yes,"Talabat, Others",4,Maybe,Yes,19,Maybe,Maybe,Yes,Yes,No tracking,"High price, Poor packaging, Cold food",Yes,5
22,Male,2nd Year,1036,Off-campus,Walk,3-5,Varies,"Healthy, Fast Food, Indian","Variety, Reviews",Yes,Yes,"Uber Eats, Others",1,Maybe,Maybe,23,No,Yes,Yes,Doesn’t matter,Limited menu,Poor packaging,Maybe,4
22,Female,3rd Year,1484,Off-campus,Walk,1-2,Breakfast,"Chinese, Indian, Fast Food","Variety, Price, Quality",No,No,None,2,Yes,Maybe,10,Yes,Maybe,Yes,Doesn’t matter,High prices,"Cold food, Limited variety",Maybe,2
19,Female,2nd Year,1075,Off-campus,Bike,3-5,Varies,Fast Food,"Variety, Quality",No,Yes,"Zomato, Others",5,Yes,Yes,11,Maybe,Yes,Somewhat,No,No tracking,"High price, Poor packaging, Late delivery",No,1
22,Female,3rd Year,1786,On-campus,Public Transport,3-5,Breakfast,"Healthy, Others, Italian","Quality, Price, Sustainability",Yes,Yes,"Zomato, Uber Eats, Others",1,Yes,Yes,24,Maybe,Yes,Somewhat,No,High prices,"Late delivery, High price, Poor packaging",No,4
23,Female,4th Year,607,Off-campus,Walk,1-2,Late night,"Healthy, Others","Reviews, Quality",No,No,None,4,No,Maybe,27,Yes,No,Yes,Yes,High prices,"High price, Cold food, Limited variety",Maybe,2
24,Male,Postgraduate,1320,Off-campus,Ride-hailing,1-2,Varies,"Healthy, Fast Food","Speed, Quality",No,Yes,Zomato,2,Yes,No,15,Yes,Maybe,No,Doesn’t matter,High prices,Poor packaging,No,5
24,Female,2nd Year,1650,Off-campus,Public Transport,1-2,Late night,Others,"Price, Speed",No,Yes,"Zomato, Others",2,No,Yes,10,Maybe,Yes,No,No,No tracking,"Poor packaging, Late delivery, High price",Maybe,3
18,Female,4th Year,1591,On-campus,Public Transport,1-2,Late night,"Fast Food, Italian","Variety, Sustainability, Price",Maybe,No,None,1,Yes,Yes,36,Maybe,Maybe,No,Yes,High prices,"Limited variety, High price, Poor packaging",Maybe,3
19,Female,4th Year,2846,Off-campus,Ride-hailing,0,Lunch,Others,"Quality, Speed, Price",Yes,Yes,Others,2,Yes,Yes,21,No,Yes,Yes,Yes,Limited menu,"Poor packaging, Cold food, Limited variety",No,5
23,Male,3rd Year,1674,On-campus,Personal Vehicle,1-2,Varies,"Healthy, Fast Food","Variety, Sustainability, Speed",Yes,Yes,"Uber Eats, Talabat, Zomato",4,Yes,No,22,No,No,Somewhat,No,Limited menu,High price,No,1
23,Male,Postgraduate,997,On-campus,Ride-hailing,3-5,Breakfast,"Chinese, Italian, Fast Food","Variety, Price",Yes,No,None,1,Yes,Yes,19,Maybe,No,Somewhat,Doesn’t matter,Limited menu,"Cold food, Limited variety",Yes,5
23,Male,1st Year,1452,Off-campus,Ride-hailing,0,Breakfast,Others,"Price, Reviews",Yes,Yes,"Uber Eats, Zomato, Others",5,No,Yes,17,No,No,Somewhat,Yes,No tracking,Limited variety,Yes,2
30,Male,1st Year,611,On-campus,Personal Vehicle,1-2,Varies,"Chinese, Italian","Speed, Reviews",No,Yes,"Talabat, Zomato",1,Yes,Yes,38,Yes,No,Somewhat,No,No tracking,Limited variety,No,1
23,Female,4th Year,1459,Off-campus,Personal Vehicle,6+,Lunch,"Italian, Healthy","Variety, Quality",Yes,Yes,Others,1,Yes,Maybe,16,No,Yes,No,Yes,Cold food,"Cold food, Limited variety",No,3
24,Female,2nd Year,1083,On-campus,Personal Vehicle,3-5,Lunch,Chinese,"Sustainability, Reviews",Yes,Yes,Others,5,Yes,No,26,No,Maybe,No,No,Late delivery,Limited variety,No,2
24,Female,4th Year,1957,Off-campus,Personal Vehicle,3-5,Lunch,Chinese,"Price, Reviews, Sustainability",Yes,Yes,Zomato,4,No,No,25,Maybe,No,Somewhat,Yes,Cold food,Limited variety,Yes,4
23,Female,4th Year,1225,On-campus,Personal Vehicle,1-2,Breakfast,"Others, Chinese","Reviews, Variety",Yes,Yes,"Others, Zomato",3,Maybe,No,10,No,No,Yes,Doesn’t matter,High prices,Cold food,No,4
21,Female,1st Year,1441,On-campus,Ride-hailing,3-5,Late night,"Chinese, Indian, Fast Food","Price, Quality",No,Yes,"Talabat, Zomato",3,Yes,Yes,27,Maybe,No,Somewhat,Yes,No tracking,Poor packaging,Yes,4
